"Bldg. #","Building Name","Room #","Area","Room Use","Organization Name"
"415","PHYSICAL SCIENCES COMPLEX","B0226","163.99","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"415","PHYSICAL SCIENCES COMPLEX","SB0226","166.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","0106","111.46","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","1107","143.53","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","1148","205.43","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","2105","146.13","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","2155","197.82","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","3111","142.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","4111","142.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","5105","142.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"036","PLANT SCIENCES BUILDING","6105","142.83","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"054","PREINKERT HALL","1111","95.31","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"425","PRINCE FREDERICK HALL","0106","199.23","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","1103","159.01","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","2226","590.16","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","3226","566.98","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","4226","566.98","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","5226","566.98","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"425","PRINCE FREDERICK HALL","7226","566.98","030I MENS RESTRM","GENU-BUDGET-AUXILIARY ENTERPRI"
"078","RECKORD ARMORY","0111","484.41","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"078","RECKORD ARMORY","2117","110.03","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"398","RESEARCH GREENHOUSE","1108","213.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","1117","218.02","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","1207","318.34","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","2121","131.71","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","3121","131.67","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"407","RIGGS ALUMNI CENTER","4121","131.67","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"607","SALISBURY SUPPORT","1101","270.64","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"416","SATELLITE CENTRAL UTILITIES BU","0101C","98.43","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"067","SATELLITE CENTRAL UTILITIES BU","1121","263.9","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0115","188.22","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0123","229.86","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0123A","49.35","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0130D","134.42","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","0313","151.8","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1120B","72.95","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1238","157.04","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","1311","149.34","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","2237","162.92","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","2331","176.38","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"255","SCHOOL OF PUBLIC HEALTH BUILDI","3308","120.9","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","0109","150.54","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","1109","150.54","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"812","SENECA BUILDING","2109","150.54","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","0503","109.74","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","0600U","215.5","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","1305","136.17","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","1600D","102.08","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"003","SERVICE BUILDING","2303","88.79","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0109","248.44","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0609","203.61","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","0722","121.36","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1109","174.58","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
"810","SEVERN BUILDING","1306","347.74","030I MENS RESTRM","GENU-STATE APPROPRIATIONS"
